靡ㄩ絏,虏嘿,るら,Μ絃基(じ)
COID,Name,MDATE,CLOSE
0052   ,碔üм     ,20221208,    12.4916
0053   ,じ筿     ,20221208,    50.6603
00915  ,惩膀纔匡蔼30,20221208,    11.5801
0050   ,じ芖50   ,20221209,    26.0212
1301   ,鹅         ,20221209,    81.3384
6505   ,鹅て       ,20221209,    76.3349
1326   ,て         ,20221209,    66.6288
1303   ,玭ㄈ         ,20221209,    67.9571
1216   ,参         ,20221209,    58.7961
2912   ,参禬       ,20221209,   246.9047
9907   ,参龟       ,20221209,    15.6780
2855   ,参靡       ,20221209,    12.7450
1232   ,参痲       ,20221209,   128.2265
2317   ,翬         ,20221209,    91.5420
2354   ,翬非         ,20221209,    49.4895
3413   ,ㄊ供         ,20221209,   168.7086
6451   ,癟-KY      ,20221209,    84.4376
2330   ,縩筿       ,20221209,   452.1487
3443   ,承種         ,20221209,   767.8028
5347   ,         ,20221209,    71.7415
3374   ,弘         ,20221209,    99.5882
1560   ,い         ,20221209,   115.8751
2303   ,羛筿         ,20221209,    36.0713
2329   ,地         ,20221209,    17.0932
2379   ,风琑         ,20221209,   259.9157
2363   ,参         ,20221209,    22.5272
2449   ,ㄊじ筿     ,20221209,    31.5239
2454   ,羛祇       ,20221209,   591.3386
2451   ,承ǎ         ,20221209,    56.2731
0051   ,じい100  ,20221209,    47.5305
0052   ,碔üм     ,20221209,    12.6983
0053   ,じ筿     ,20221209,    51.3600
00915  ,惩膀纔匡蔼30,20221209,    11.6258
0050   ,じ芖50   ,20221212,    25.7723
1301   ,鹅         ,20221212,    80.2279
6505   ,鹅て       ,20221212,    75.9602
1326   ,て         ,20221212,    66.7228
1303   ,玭ㄈ         ,20221212,    67.7722
1216   ,参         ,20221212,    58.6179
2912   ,参禬       ,20221212,   245.5481
9907   ,参龟       ,20221212,    14.5150
2855   ,参靡       ,20221212,    12.6643
1232   ,参痲       ,20221212,   126.0309
2317   ,翬         ,20221212,    91.5420
2354   ,翬非         ,20221212,    49.1174
3413   ,ㄊ供         ,20221212,   166.5677
6451   ,癟-KY      ,20221212,    87.2684
2330   ,縩筿       ,20221212,   446.0450
3443   ,承種         ,20221212,   736.8586
5347   ,         ,20221212,    72.3451
3374   ,弘         ,20221212,    98.1655
1560   ,い         ,20221212,   113.0373
2303   ,羛筿         ,20221212,    36.0713
2329   ,地         ,20221212,    16.8168
2379   ,风琑         ,20221212,   259.9157
2363   ,参         ,20221212,    22.1900
2449   ,ㄊじ筿     ,20221212,    31.8338
2454   ,羛祇       ,20221212,   577.5488
2451   ,承ǎ         ,20221212,    56.2731
0051   ,じい100  ,20221212,    47.3044
0052   ,碔üм     ,20221212,    12.5497
0053   ,じ筿     ,20221212,    50.8002
00915  ,惩膀纔匡蔼30,20221212,    11.5724
0050   ,じ芖50   ,20221213,    25.6591
1301   ,鹅         ,20221213,    79.8578
6505   ,鹅て       ,20221213,    75.8665
1326   ,て         ,20221213,    66.1590
1303   ,玭ㄈ         ,20221213,    67.1249
1216   ,参         ,20221213,    58.2616
2912   ,参禬       ,20221213,   242.8349
9907   ,参龟       ,20221213,    14.5150
2855   ,参靡       ,20221213,    12.7047
1232   ,参痲       ,20221213,   126.9091
2317   ,翬         ,20221213,    90.6446
2354   ,翬非         ,20221213,    49.9546
3413   ,ㄊ供         ,20221213,   164.4267
6451   ,癟-KY      ,20221213,    88.2446
2330   ,縩筿       ,20221213,   442.7583
3443   ,承種         ,20221213,   741.6936
5347   ,         ,20221213,    72.2589
3374   ,弘         ,20221213,    97.2170
1560   ,い         ,20221213,   110.6725
2303   ,羛筿         ,20221213,    36.3201
2329   ,地         ,20221213,    16.7707
2379   ,风琑         ,20221213,   253.8409
2363   ,参         ,20221213,    22.3923
2449   ,ㄊじ筿     ,20221213,    31.9667
2454   ,羛祇       ,20221213,   575.1153
2451   ,承ǎ         ,20221213,    56.3572
0051   ,じい100  ,20221213,    47.3044
0052   ,碔üм     ,20221213,    12.4916
0053   ,じ筿     ,20221213,    50.4737
00915  ,惩膀纔匡蔼30,20221213,    11.5267
0050   ,じ芖50   ,20221214,    25.9759
1301   ,鹅         ,20221214,    80.6906
6505   ,鹅て       ,20221214,    77.5525
1326   ,て         ,20221214,    67.1927
1303   ,玭ㄈ         ,20221214,    68.3269
1216   ,参         ,20221214,    58.7961
2912   ,参禬       ,20221214,   247.3570
9907   ,参龟       ,20221214,    14.7304
2855   ,参靡       ,20221214,    12.9870
1232   ,参痲       ,20221214,   126.0309
2317   ,翬         ,20221214,    91.9908
2354   ,翬非         ,20221214,    49.9546
3413   ,ㄊ供         ,20221214,   166.1395
6451   ,癟-KY      ,20221214,    89.8064
2330   ,縩筿       ,20221214,   451.2097
3443   ,承種         ,20221214,   763.9347
5347   ,         ,20221214,    72.0002
3374   ,弘         ,20221214,   100.0624
1560   ,い         ,20221214,   112.5644
2303   ,羛筿         ,20221214,    36.8591
2329   ,地         ,20221214,    17.0011
2379   ,风琑         ,20221214,   261.6513
2363   ,参         ,20221214,    22.9994
2449   ,ㄊじ筿     ,20221214,    32.2766
2454   ,羛祇       ,20221214,   582.4158
2451   ,承ǎ         ,20221214,    56.2731
0051   ,じい100  ,20221214,    47.9375
0052   ,碔üм     ,20221214,    12.6789
0053   ,じ筿     ,20221214,    51.2201
00915  ,惩膀纔匡蔼30,20221214,    11.5877
0050   ,じ芖50   ,20221215,    25.9985
1301   ,鹅         ,20221215,    82.2637
6505   ,鹅て       ,20221215,    77.5525
1326   ,て         ,20221215,    67.2867
1303   ,玭ㄈ         ,20221215,    68.5118
1216   ,参         ,20221215,    58.3507
2912   ,参禬       ,20221215,   247.3570
9907   ,参龟       ,20221215,    14.7735
2855   ,参靡       ,20221215,    12.7853
1232   ,参痲       ,20221215,   125.5918
2317   ,翬         ,20221215,    91.0933
2354   ,翬非         ,20221215,    50.0477
3413   ,ㄊ供         ,20221215,   164.8549
6451   ,癟-KY      ,20221215,    91.7588
2330   ,縩筿       ,20221215,   453.8068
3443   ,承種         ,20221215,   758.1327
5347   ,         ,20221215,    71.4828
3374   ,弘         ,20221215,    99.5882
1560   ,い         ,20221215,   115.4021
2303   ,羛筿         ,20221215,    36.6932
2329   ,地         ,20221215,    17.0471
2379   ,风琑         ,20221215,   262.0853
2363   ,参         ,20221215,    22.7970
2449   ,ㄊじ筿     ,20221215,    32.6308
2454   ,羛祇       ,20221215,   552.4027
2451   ,承ǎ         ,20221215,    55.8525
0051   ,じい100  ,20221215,    47.8923
0052   ,碔üм     ,20221215,    12.6789
0053   ,じ筿     ,20221215,    51.2667
00915  ,惩膀纔匡蔼30,20221215,    11.6182
0050   ,じ芖50   ,20221216,    25.5686
1301   ,鹅         ,20221216,    81.0607
6505   ,鹅て       ,20221216,    75.8665
1326   ,て         ,20221216,    66.5349
1303   ,玭ㄈ         ,20221216,    67.0325
1216   ,参         ,20221216,    58.1725
2912   ,参禬       ,20221216,   244.1915
9907   ,参龟       ,20221216,    14.6873
2855   ,参靡       ,20221216,    12.8257
1232   ,参痲       ,20221216,   124.7135
2317   ,翬         ,20221216,    90.1958
2354   ,翬非         ,20221216,    48.9314
3413   ,ㄊ供         ,20221216,   159.7165
6451   ,癟-KY      ,20221216,    89.9041
2330   ,縩筿       ,20221216,   444.8345
3443   ,承種         ,20221216,   761.0337
5347   ,         ,20221216,    70.9655
3374   ,弘         ,20221216,    97.2170
1560   ,い         ,20221216,   111.6184
2303   ,羛筿         ,20221216,    36.7347
2329   ,地         ,20221216,    16.7246
2379   ,风琑         ,20221216,   254.2748
2363   ,参         ,20221216,    22.3923
2449   ,ㄊじ筿     ,20221216,    32.8964
2454   ,羛祇       ,20221216,   535.3682
2451   ,承ǎ         ,20221216,    55.2637
0051   ,じい100  ,20221216,    47.6209
0052   ,碔üм     ,20221216,    12.4787
0053   ,じ筿     ,20221216,    50.5670
00915  ,惩膀纔匡蔼30,20221216,    11.5496
0050   ,じ芖50   ,20221219,    25.4215
1301   ,鹅         ,20221219,    79.8578
6505   ,鹅て       ,20221219,    75.2109
1326   ,て         ,20221219,    66.1590
1303   ,玭ㄈ         ,20221219,    66.1079
1216   ,参         ,20221219,    58.1725
2912   ,参禬       ,20221219,   244.6437
9907   ,参龟       ,20221219,    14.7304
2855   ,参靡       ,20221219,    12.7047
1232   ,参痲       ,20221219,   124.7135
2317   ,翬         ,20221219,    91.0933
2354   ,翬非         ,20221219,    48.2802
3413   ,ㄊ供         ,20221219,   162.7139
6451   ,癟-KY      ,20221219,    90.2945
2330   ,縩筿       ,20221219,   440.5845
3443   ,承種         ,20221219,   785.2089
5347   ,         ,20221219,    72.9487
3374   ,弘         ,20221219,    98.1655
1560   ,い         ,20221219,   107.8348
2303   ,羛筿         ,20221219,    35.6152
2329   ,地         ,20221219,    16.6325
2379   ,风琑         ,20221219,   255.1426
2363   ,参         ,20221219,    21.7179
2449   ,ㄊじ筿     ,20221219,    33.2064
2454   ,羛祇       ,20221219,   532.1236
2451   ,承ǎ         ,20221219,    56.5254
0051   ,じい100  ,20221219,    47.0782
0052   ,碔üм     ,20221219,    12.3818
0053   ,じ筿     ,20221219,    50.1938
00915  ,惩膀纔匡蔼30,20221219,    11.5801
0050   ,じ芖50   ,20221220,    24.9577
1301   ,鹅         ,20221220,    78.9324
6505   ,鹅て       ,20221220,    74.6489
1326   ,て         ,20221220,    65.0313
1303   ,玭ㄈ         ,20221220,    64.9984
1216   ,参         ,20221220,    58.4398
2912   ,参禬       ,20221220,   243.2871
9907   ,参龟       ,20221220,    14.6442
2855   ,参靡       ,20221220,    12.6240
1232   ,参痲       ,20221220,   125.5918
2317   ,翬         ,20221220,    89.7471
2354   ,翬非         ,20221220,    47.4430
3413   ,ㄊ供         ,20221220,   156.2910
6451   ,癟-KY      ,20221220,    89.3184
2330   ,縩筿       ,20221220,   432.0845
3443   ,承種         ,20221220,   720.4195
5347   ,         ,20221220,    70.1032
3374   ,弘         ,20221220,    95.3201
1560   ,い         ,20221220,   104.5240
2303   ,羛筿         ,20221220,    34.7031
2329   ,地         ,20221220,    15.9875
2379   ,风琑         ,20221220,   248.6339
2363   ,参         ,20221220,    21.1783
2449   ,ㄊじ筿     ,20221220,    32.4537
2454   ,羛祇       ,20221220,   524.0119
2451   ,承ǎ         ,20221220,    55.3478
0051   ,じい100  ,20221220,    46.1285
0052   ,碔üм     ,20221220,    12.1170
0053   ,じ筿     ,20221220,    49.2142
00915  ,惩膀纔匡蔼30,20221220,    11.4734
0050   ,じ芖50   ,20221221,    25.0595
1301   ,鹅         ,20221221,    79.0250
6505   ,鹅て       ,20221221,    74.5553
1326   ,て         ,20221221,    65.2192
1303   ,玭ㄈ         ,20221221,    65.1833
1216   ,参         ,20221221,    58.2616
2912   ,参禬       ,20221221,   244.1915
9907   ,参龟       ,20221221,    14.6442
2855   ,参靡       ,20221221,    12.7853
1232   ,参痲       ,20221221,   123.8352
2317   ,翬         ,20221221,    89.7471
2354   ,翬非         ,20221221,    47.0709
3413   ,ㄊ供         ,20221221,   158.0038
6451   ,癟-KY      ,20221221,    92.0516
2330   ,縩筿       ,20221221,   433.5012
3443   ,承種         ,20221221,   725.2545
5347   ,         ,20221221,    70.7068
3374   ,弘         ,20221221,    95.3201
1560   ,い         ,20221221,   104.9970
2303   ,羛筿         ,20221221,    34.8274
2329   ,地         ,20221221,    16.1717
2379   ,风琑         ,20221221,   247.7660
2363   ,参         ,20221221,    21.3132
2449   ,ㄊじ筿     ,20221221,    32.3209
2454   ,羛祇       ,20221221,   530.5013
2451   ,承ǎ         ,20221221,    55.3478
0051   ,じい100  ,20221221,    46.4903
0052   ,碔üм     ,20221221,    12.1170
0053   ,じ筿     ,20221221,    49.3075
00915  ,惩膀纔匡蔼30,20221221,    11.4963
0050   ,じ芖50   ,20221222,    25.4781
1301   ,鹅         ,20221222,    80.6906
6505   ,鹅て       ,20221222,    75.8665
1326   ,て         ,20221222,    65.6891
1303   ,玭ㄈ         ,20221222,    66.0154
1216   ,参         ,20221222,    58.7070
2912   ,参禬       ,20221222,   246.0003
9907   ,参龟       ,20221222,    14.7304
2855   ,参靡       ,20221222,    12.7853
1232   ,参痲       ,20221222,   124.7135
2317   ,翬         ,20221222,    90.6446
2354   ,翬非         ,20221222,    48.3732
3413   ,ㄊ供         ,20221222,   159.7165
6451   ,癟-KY      ,20221222,    89.9041
2330   ,縩筿       ,20221222,   442.0012
3443   ,承種         ,20221222,   705.9144
5347   ,         ,20221222,    71.4828
3374   ,弘         ,20221222,    95.7944
1560   ,い         ,20221222,   104.9970
2303   ,羛筿         ,20221222,    35.5323
2329   ,地         ,20221222,    16.4943
2379   ,风琑         ,20221222,   252.1052
2363   ,参         ,20221222,    21.7179
2449   ,ㄊじ筿     ,20221222,    32.8079
2454   ,羛祇       ,20221222,   536.1794
2451   ,承ǎ         ,20221222,    55.9366
0051   ,じい100  ,20221222,    46.8069
0052   ,碔üм     ,20221222,    12.3172
0053   ,じ筿     ,20221222,    50.0072
00915  ,惩膀纔匡蔼30,20221222,    11.5953
0050   ,じ芖50   ,20221223,    25.0482
1301   ,鹅         ,20221223,    80.3205
6505   ,鹅て       ,20221223,    75.0236
1326   ,て         ,20221223,    65.2192
1303   ,玭ㄈ         ,20221223,    64.9984
1216   ,参         ,20221223,    58.7070
2912   ,参禬       ,20221223,   242.3827
9907   ,参龟       ,20221223,    14.6873
2855   ,参靡       ,20221223,    12.7853
1232   ,参痲       ,20221223,   124.2744
2317   ,翬         ,20221223,    90.6446
2354   ,翬非         ,20221223,    47.8151
3413   ,ㄊ供         ,20221223,   157.1474
6451   ,癟-KY      ,20221223,    87.4637
2330   ,縩筿       ,20221223,   429.7234
3443   ,承種         ,20221223,   702.0464
5347   ,         ,20221223,    70.2757
3374   ,弘         ,20221223,    94.3717
1560   ,い         ,20221223,   103.5781
2303   ,羛筿         ,20221223,    34.7860
2329   ,地         ,20221223,    16.2178
2379   ,风琑         ,20221223,   250.8034
2363   ,参         ,20221223,    21.5155
2449   ,ㄊじ筿     ,20221223,    32.2323
2454   ,羛祇       ,20221223,   535.3682
2451   ,承ǎ         ,20221223,    56.1890
0051   ,じい100  ,20221223,    46.3999
0052   ,碔üм     ,20221223,    12.0976
0053   ,じ筿     ,20221223,    49.2142
00915  ,惩膀纔匡蔼30,20221223,    11.5724
0050   ,じ芖50   ,20221226,    25.1387
1301   ,鹅         ,20221226,    80.4130
6505   ,鹅て       ,20221226,    75.2109
1326   ,て         ,20221226,    66.2529
1303   ,玭ㄈ         ,20221226,    66.0154
1216   ,参         ,20221226,    58.6179
2912   ,参禬       ,20221226,   242.8349
9907   ,参龟       ,20221226,    14.5581
2855   ,参靡       ,20221226,    12.7047
1232   ,参痲       ,20221226,   123.8352
2317   ,翬         ,20221226,    90.6446
2354   ,翬非         ,20221226,    47.5360
3413   ,ㄊ供         ,20221226,   156.7192
6451   ,癟-KY      ,20221226,    86.0970
2330   ,縩筿       ,20221226,   431.1401
3443   ,承種         ,20221226,   674.9702
5347   ,         ,20221226,    69.3272
3374   ,弘         ,20221226,    93.4232
1560   ,い         ,20221226,   100.7404
2303   ,羛筿         ,20221226,    34.7445
2329   ,地         ,20221226,    16.3100
2379   ,风琑         ,20221226,   248.6339
2363   ,参         ,20221226,    21.4481
2449   ,ㄊじ筿     ,20221226,    32.2323
2454   ,羛祇       ,20221226,   528.0678
2451   ,承ǎ         ,20221226,    56.1890
0051   ,じい100  ,20221226,    46.6260
0052   ,碔üм     ,20221226,    12.1105
0053   ,じ筿     ,20221226,    49.2608
00915  ,惩膀纔匡蔼30,20221226,    11.5953
0050   ,じ芖50   ,20221227,    25.2518
1301   ,鹅         ,20221227,    80.6906
6505   ,鹅て       ,20221227,    75.8665
1326   ,て         ,20221227,    66.5349
1303   ,玭ㄈ         ,20221227,    66.2928
1216   ,参         ,20221227,    58.9743
2912   ,参禬       ,20221227,   244.1915
9907   ,参龟       ,20221227,    14.5581
2855   ,参靡       ,20221227,    12.7450
1232   ,参痲       ,20221227,   122.9570
2317   ,翬         ,20221227,    90.1958
2354   ,翬非         ,20221227,    48.3732
3413   ,ㄊ供         ,20221227,   156.7192
6451   ,癟-KY      ,20221227,    85.6090
2330   ,縩筿       ,20221227,   431.6123
3443   ,承種         ,20221227,   678.8382
5347   ,         ,20221227,    69.9307
3374   ,弘         ,20221227,    94.0871
1560   ,い         ,20221227,   102.6322
2303   ,羛筿         ,20221227,    34.7031
2329   ,地         ,20221227,    16.4482
2379   ,风琑         ,20221227,   254.2748
2363   ,参         ,20221227,    22.6621
2449   ,ㄊじ筿     ,20221227,    32.3651
2454   ,羛祇       ,20221227,   532.1236
2451   ,承ǎ         ,20221227,    56.1890
0051   ,じい100  ,20221227,    46.8069
0052   ,碔üм     ,20221227,    12.1687
0053   ,じ筿     ,20221227,    49.4474
00915  ,惩膀纔匡蔼30,20221227,    11.6029
0050   ,じ芖50   ,20221228,    24.8898
1301   ,鹅         ,20221228,    80.4130
6505   ,鹅て       ,20221228,    75.3982
1326   ,て         ,20221228,    65.7831
1303   ,玭ㄈ         ,20221228,    66.0154
1216   ,参         ,20221228,    58.9743
2912   ,参禬       ,20221228,   244.6437
9907   ,参龟       ,20221228,    14.5150
2855   ,参靡       ,20221228,    12.7047
1232   ,参痲       ,20221228,   122.5178
2317   ,翬         ,20221228,    90.1958
2354   ,翬非         ,20221228,    48.6523
3413   ,ㄊ供         ,20221228,   152.4372
6451   ,癟-KY      ,20221228,    82.2900
2330   ,縩筿       ,20221228,   425.9456
3443   ,承種         ,20221228,   615.0158
5347   ,         ,20221228,    67.0852
3374   ,弘         ,20221228,    90.4830
1560   ,い         ,20221228,    98.8485
2303   ,羛筿         ,20221228,    33.8324
2329   ,地         ,20221228,    16.0335
2379   ,风琑         ,20221228,   245.5965
2363   ,参         ,20221228,    22.3923
2449   ,ㄊじ筿     ,20221228,    31.9667
2454   ,羛祇       ,20221228,   517.5226
2451   ,承ǎ         ,20221228,    55.7684
0051   ,じい100  ,20221228,    46.5355
0052   ,碔üм     ,20221228,    11.9620
0053   ,じ筿     ,20221228,    48.5144
00915  ,惩膀纔匡蔼30,20221228,    11.5343
0050   ,じ芖50   ,20221229,    24.7767
1301   ,鹅         ,20221229,    79.6727
6505   ,鹅て       ,20221229,    74.6489
1326   ,て         ,20221229,    65.5951
1303   ,玭ㄈ         ,20221229,    65.0909
1216   ,参         ,20221229,    59.0634
2912   ,参禬       ,20221229,   245.5481
9907   ,参龟       ,20221229,    14.4720
2855   ,参靡       ,20221229,    12.6240
1232   ,参痲       ,20221229,   122.0787
2317   ,翬         ,20221229,    89.4779
2354   ,翬非         ,20221229,    47.4430
3413   ,ㄊ供         ,20221229,   152.0090
6451   ,癟-KY      ,20221229,    82.2900
2330   ,縩筿       ,20221229,   421.2234
3443   ,承種         ,20221229,   628.5539
5347   ,         ,20221229,    67.0852
3374   ,弘         ,20221229,    91.3366
1560   ,い         ,20221229,    99.3215
2303   ,羛筿         ,20221229,    33.7909
2329   ,地         ,20221229,    16.3100
2379   ,风琑         ,20221229,   245.1625
2363   ,参         ,20221229,    21.9202
2449   ,ㄊじ筿     ,20221229,    31.8338
2454   ,羛祇       ,20221229,   510.2222
2451   ,承ǎ         ,20221229,    55.2637
0051   ,じい100  ,20221229,    46.2190
0052   ,碔üм     ,20221229,    11.8845
0053   ,じ筿     ,20221229,    48.2812
00915  ,惩膀纔匡蔼30,20221229,    11.5039
0050   ,じ芖50   ,20221230,    24.9351
1301   ,鹅         ,20221230,    80.3205
6505   ,鹅て       ,20221230,    75.2109
1326   ,て         ,20221230,    66.2529
1303   ,玭ㄈ         ,20221230,    65.6456
1216   ,参         ,20221230,    59.3306
2912   ,参禬       ,20221230,   246.0003
9907   ,参龟       ,20221230,    14.6873
2855   ,参靡       ,20221230,    12.6240
1232   ,参痲       ,20221230,   123.8352
2317   ,翬         ,20221230,    89.6574
2354   ,翬非         ,20221230,    48.2802
3413   ,ㄊ供         ,20221230,   152.8654
6451   ,癟-KY      ,20221230,    79.5568
2330   ,縩筿       ,20221230,   423.5845
3443   ,承種         ,20221230,   619.8508
5347   ,         ,20221230,    66.8265
3374   ,弘         ,20221230,    91.3366
1560   ,い         ,20221230,    99.7945
2303   ,羛筿         ,20221230,    33.7495
2329   ,地         ,20221230,    16.1717
2379   ,风琑         ,20221230,   243.8608
2363   ,参         ,20221230,    21.9202
2449   ,ㄊじ筿     ,20221230,    32.0552
2454   ,羛祇       ,20221230,   506.9775
2451   ,承ǎ         ,20221230,    55.5160
0051   ,じい100  ,20221230,    46.3547
0052   ,碔üм     ,20221230,    11.9491
0053   ,じ筿     ,20221230,    47.9547
00915  ,惩膀纔匡蔼30,20221230,    11.5648
0050   ,じ芖50   ,20230103,    25.0595
1301   ,鹅         ,20230103,    80.5055
6505   ,鹅て       ,20230103,    75.0236
1326   ,て         ,20230103,    66.2529
1303   ,玭ㄈ         ,20230103,    66.4777
1216   ,参         ,20230103,    59.3306
2912   ,参禬       ,20230103,   244.6437
9907   ,参龟       ,20230103,    14.6012
2855   ,参靡       ,20230103,    12.6240
1232   ,参痲       ,20230103,   123.8352
2317   ,翬         ,20230103,    88.9394
2354   ,翬非         ,20230103,    47.7220
3413   ,ㄊ供         ,20230103,   155.4346
6451   ,癟-KY      ,20230103,    79.6544
2330   ,縩筿       ,20230103,   427.8345
3443   ,承種         ,20230103,   661.4321
5347   ,         ,20230103,    68.9822
3374   ,弘         ,20230103,    92.7593
1560   ,い         ,20230103,   102.1593
2303   ,羛筿         ,20230103,    34.3299
2329   ,地         ,20230103,    16.2639
2379   ,风琑         ,20230103,   250.8034
2363   ,参         ,20230103,    21.8528
2449   ,ㄊじ筿     ,20230103,    32.4094
2454   ,羛祇       ,20230103,   522.3896
2451   ,承ǎ         ,20230103,    55.5160
0051   ,じい100  ,20230103,    46.4903
0052   ,碔üм     ,20230103,    12.0524
0053   ,じ筿     ,20230103,    48.8410
00915  ,惩膀纔匡蔼30,20230103,    11.5191
0050   ,じ芖50   ,20230104,    25.0029
1301   ,鹅         ,20230104,    80.1354
6505   ,鹅て       ,20230104,    74.6489
1326   ,て         ,20230104,    66.3469
1303   ,玭ㄈ         ,20230104,    66.1079
1216   ,参         ,20230104,    59.2415
2912   ,参禬       ,20230104,   243.7393
9907   ,参龟       ,20230104,    14.6873
2855   ,参靡       ,20230104,    12.7450
1232   ,参痲       ,20230104,   123.8352
2317   ,翬         ,20230104,    88.0419
2354   ,翬非         ,20230104,    47.8151
3413   ,ㄊ供         ,20230104,   155.4346
6451   ,癟-KY      ,20230104,    78.5806
2330   ,縩筿       ,20230104,   424.5289
3443   ,承種         ,20230104,   662.3991
5347   ,         ,20230104,    69.4134
3374   ,弘         ,20230104,    93.4232
1560   ,い         ,20230104,   101.2133
2303   ,羛筿         ,20230104,    34.0397
2329   ,地         ,20230104,    16.2178
2379   ,风琑         ,20230104,   250.8034
2363   ,参         ,20230104,    22.3923
2449   ,ㄊじ筿     ,20230104,    32.2323
2454   ,羛祇       ,20230104,   515.9003
2451   ,承ǎ         ,20230104,    55.6843
0051   ,じい100  ,20230104,    46.7617
0052   ,碔üм     ,20230104,    12.0007
0053   ,じ筿     ,20230104,    48.7943
00915  ,惩膀纔匡蔼30,20230104,    11.5039
0050   ,じ芖50   ,20230105,    25.1840
1301   ,鹅         ,20230105,    80.9682
6505   ,鹅て       ,20230105,    74.6489
1326   ,て         ,20230105,    66.6288
1303   ,玭ㄈ         ,20230105,    66.6627
1216   ,参         ,20230105,    59.3306
2912   ,参禬       ,20230105,   245.5481
9907   ,参龟       ,20230105,    14.6442
2855   ,参靡       ,20230105,    12.7853
1232   ,参痲       ,20230105,   122.9570
2317   ,翬         ,20230105,    87.9522
2354   ,翬非         ,20230105,    47.4430
3413   ,ㄊ供         ,20230105,   157.1474
6451   ,癟-KY      ,20230105,    78.0926
2330   ,縩筿       ,20230105,   433.0289
3443   ,承種         ,20230105,   628.5539
5347   ,         ,20230105,    73.1212
3374   ,弘         ,20230105,    92.7593
1560   ,い         ,20230105,    99.7945
2303   ,羛筿         ,20230105,    34.2055
2329   ,地         ,20230105,    16.4021
2379   ,风琑         ,20230105,   250.8034
2363   ,参         ,20230105,    22.2574
2449   ,ㄊじ筿     ,20230105,    32.3651
2454   ,羛祇       ,20230105,   511.8445
2451   ,承ǎ         ,20230105,    56.1048
0051   ,じい100  ,20230105,    46.8069
0052   ,碔üм     ,20230105,    12.0976
0053   ,じ筿     ,20230105,    49.1675
00915  ,惩膀纔匡蔼30,20230105,    11.5191
0050   ,じ芖50   ,20230106,    25.2971
1301   ,鹅         ,20230106,    81.4309
6505   ,鹅て       ,20230106,    76.0539
1326   ,て         ,20230106,    67.0047
1303   ,玭ㄈ         ,20230106,    67.3099
1216   ,参         ,20230106,    59.3306
2912   ,参禬       ,20230106,   244.6437
9907   ,参龟       ,20230106,    14.6873
2855   ,参靡       ,20230106,    12.7853
1232   ,参痲       ,20230106,   123.3961
2317   ,翬         ,20230106,    88.3111
2354   ,翬非         ,20230106,    48.7453
3413   ,ㄊ供         ,20230106,   158.8602
6451   ,癟-KY      ,20230106,    78.0926
2330   ,縩筿       ,20230106,   433.0289
3443   ,承種         ,20230106,   628.5539
5347   ,         ,20230106,    78.2948
3374   ,弘         ,20230106,    96.7428
1560   ,い         ,20230106,   101.2133
2303   ,羛筿         ,20230106,    35.1591
2329   ,地         ,20230106,    16.6325
2379   ,风琑         ,20230106,   266.4244
2363   ,参         ,20230106,    22.3249
2449   ,ㄊじ筿     ,20230106,    32.4537
2454   ,羛祇       ,20230106,   535.3682
2451   ,承ǎ         ,20230106,    56.1048
0051   ,じい100  ,20230106,    46.8973
0052   ,碔üм     ,20230106,    12.1622
0053   ,じ筿     ,20230106,    49.4941
00915  ,惩膀纔匡蔼30,20230106,    11.5648
0050   ,じ芖50   ,20230109,    26.2022
1301   ,鹅         ,20230109,    82.2637
6505   ,鹅て       ,20230109,    76.8968
1326   ,て         ,20230109,    69.0722
1303   ,玭ㄈ         ,20230109,    69.1590
1216   ,参         ,20230109,    60.2215
2912   ,参禬       ,20230109,   248.7136
9907   ,参龟       ,20230109,    14.8596
2855   ,参靡       ,20230109,    12.9467
1232   ,参痲       ,20230109,   124.2744
2317   ,翬         ,20230109,    88.9394
2354   ,翬非         ,20230109,    49.4895
3413   ,ㄊ供         ,20230109,   160.5729
6451   ,癟-KY      ,20230109,    79.2639
2330   ,縩筿       ,20230109,   454.2790
3443   ,承種         ,20230109,   664.3331
5347   ,         ,20230109,    80.5368
3374   ,弘         ,20230109,    98.6397
1560   ,い         ,20230109,   102.6322
2303   ,羛筿         ,20230109,    36.9005
2329   ,地         ,20230109,    16.9089
2379   ,风琑         ,20230109,   278.5741
2363   ,参         ,20230109,    22.7296
2449   ,ㄊじ筿     ,20230109,    33.1621
2454   ,羛祇       ,20230109,   547.5357
2451   ,承ǎ         ,20230109,    56.4413
0051   ,じい100  ,20230109,    47.4853
0052   ,碔üм     ,20230109,    12.6531
0053   ,じ筿     ,20230109,    50.7536
00915  ,惩膀纔匡蔼30,20230109,    11.7248
0050   ,じ芖50   ,20230110,    26.3040
1301   ,鹅         ,20230110,    82.2637
6505   ,鹅て       ,20230110,    77.3651
1326   ,て         ,20230110,    68.1325
1303   ,玭ㄈ         ,20230110,    68.8817
1216   ,参         ,20230110,    59.7760
2912   ,参禬       ,20230110,   249.6180
9907   ,参龟       ,20230110,    14.7735
2855   ,参靡       ,20230110,    13.0676
1232   ,参痲       ,20230110,   125.1526
2317   ,翬         ,20230110,    89.2086
2354   ,翬非         ,20230110,    49.6756
3413   ,ㄊ供         ,20230110,   161.0011
6451   ,癟-KY      ,20230110,    78.1902
2330   ,縩筿       ,20230110,   459.0012
