靡ㄩ絏,虏嘿,るら,Μ絃基(じ)
COID,Name,MDATE,CLOSE
2354   ,翬非         ,20191015,    53.3405
3413   ,ㄊ供         ,20191015,    91.8777
6451   ,癟-KY      ,20191015,   130.3426
2330   ,縩筿       ,20191015,   257.2982
3443   ,承種         ,20191015,   255.1242
5347   ,         ,20191015,    48.0900
3374   ,弘         ,20191015,    42.6210
1560   ,い         ,20191015,    55.7023
2303   ,羛筿         ,20191015,     9.8348
2329   ,地         ,20191015,    13.8292
2379   ,风琑         ,20191015,   171.9836
2363   ,参         ,20191015,     7.4686
2449   ,ㄊじ筿     ,20191015,    26.9306
2454   ,羛祇       ,20191015,   255.6195
2451   ,承ǎ         ,20191015,    44.8829
0051   ,じい100  ,20191015,    27.2654
0052   ,碔üм     ,20191015,     7.1984
0053   ,じ筿     ,20191015,    32.5632
0050   ,じ芖50   ,20191016,    18.0243
1301   ,鹅         ,20191016,    76.0229
6505   ,鹅て       ,20191016,    84.7838
1326   ,て         ,20191016,    71.7001
1303   ,玭ㄈ         ,20191016,    55.8176
1216   ,参         ,20191016,    57.4886
2912   ,参禬       ,20191016,   240.3359
9907   ,参龟       ,20191016,     9.2301
2855   ,参靡       ,20191016,     7.9793
1232   ,参痲       ,20191016,    99.3932
2317   ,翬         ,20191016,    58.7141
2354   ,翬非         ,20191016,    53.7573
3413   ,ㄊ供         ,20191016,    93.8160
6451   ,癟-KY      ,20191016,   137.3881
2330   ,縩筿       ,20191016,   259.9282
3443   ,承種         ,20191016,   255.1242
5347   ,         ,20191016,    48.9231
3374   ,弘         ,20191016,    42.5297
1560   ,い         ,20191016,    55.7023
2303   ,羛筿         ,20191016,     9.8707
2329   ,地         ,20191016,    13.6158
2379   ,风琑         ,20191016,   172.7379
2363   ,参         ,20191016,     7.5869
2449   ,ㄊじ筿     ,20191016,    27.2294
2454   ,羛祇       ,20191016,   250.7440
2451   ,承ǎ         ,20191016,    44.7448
0051   ,じい100  ,20191016,    27.4313
0052   ,碔üм     ,20191016,     7.2211
0053   ,じ筿     ,20191016,    32.4137
0050   ,じ芖50   ,20191017,    18.0345
1301   ,鹅         ,20191017,    76.5778
6505   ,鹅て       ,20191017,    84.1782
1326   ,て         ,20191017,    71.6186
1303   ,玭ㄈ         ,20191017,    56.1329
1216   ,参         ,20191017,    57.4092
2912   ,参禬       ,20191017,   240.3359
9907   ,参龟       ,20191017,     9.2689
2855   ,参靡       ,20191017,     7.9793
1232   ,参痲       ,20191017,    99.0019
2317   ,翬         ,20191017,    60.4363
2354   ,翬非         ,20191017,    54.3407
3413   ,ㄊ供         ,20191017,   103.1201
6451   ,癟-KY      ,20191017,   137.3881
2330   ,縩筿       ,20191017,   257.2982
3443   ,承種         ,20191017,   254.6637
5347   ,         ,20191017,    48.6959
3374   ,弘         ,20191017,    42.9861
1560   ,い         ,20191017,    59.2741
2303   ,羛筿         ,20191017,     9.9066
2329   ,地         ,20191017,    13.6158
2379   ,风琑         ,20191017,   178.3953
2363   ,参         ,20191017,     7.5596
2449   ,ㄊじ筿     ,20191017,    26.6691
2454   ,羛祇       ,20191017,   258.4056
2451   ,承ǎ         ,20191017,    44.5376
0051   ,じい100  ,20191017,    27.5103
0052   ,碔üм     ,20191017,     7.2325
0053   ,じ筿     ,20191017,    32.3805
0050   ,じ芖50   ,20191018,    17.9936
1301   ,鹅         ,20191018,    76.1022
6505   ,鹅て       ,20191018,    83.4861
1326   ,て         ,20191018,    71.7816
1303   ,玭ㄈ         ,20191018,    55.9753
1216   ,参         ,20191018,    57.9650
2912   ,参禬       ,20191018,   241.9764
9907   ,参龟       ,20191018,     9.5791
2855   ,参靡       ,20191018,     7.8293
1232   ,参痲       ,20191018,    98.6106
2317   ,翬         ,20191018,    60.2015
2354   ,翬非         ,20191018,    54.2573
3413   ,ㄊ供         ,20191018,   110.4858
6451   ,癟-KY      ,20191018,   138.2688
2330   ,縩筿       ,20191018,   256.8599
3443   ,承種         ,20191018,   257.8873
5347   ,         ,20191018,    47.7113
3374   ,弘         ,20191018,    44.4919
1560   ,い         ,20191018,    60.0394
2303   ,羛筿         ,20191018,    10.0143
2329   ,地         ,20191018,    13.7011
2379   ,风琑         ,20191018,   177.6409
2363   ,参         ,20191018,     7.5596
2449   ,ㄊじ筿     ,20191018,    26.7438
2454   ,羛祇       ,20191018,   257.7091
2451   ,承ǎ         ,20191018,    44.6067
0051   ,じい100  ,20191018,    27.6525
0052   ,碔üм     ,20191018,     7.2211
0053   ,じ筿     ,20191018,    32.5217
0050   ,じ芖50   ,20191021,    17.9731
1301   ,鹅         ,20191021,    75.6265
6505   ,鹅て       ,20191021,    83.7456
1326   ,て         ,20191021,    71.8631
1303   ,玭ㄈ         ,20191021,    56.0541
1216   ,参         ,20191021,    58.4414
2912   ,参禬       ,20191021,   244.4372
9907   ,参龟       ,20191021,     9.4628
2855   ,参靡       ,20191021,     7.8893
1232   ,参痲       ,20191021,    98.2193
2317   ,翬         ,20191021,    60.7495
2354   ,翬非         ,20191021,    54.6741
3413   ,ㄊ供         ,20191021,   110.4858
6451   ,癟-KY      ,20191021,   140.4705
2330   ,縩筿       ,20191021,   254.2300
3443   ,承種         ,20191021,   252.8216
5347   ,         ,20191021,    47.9385
3374   ,弘         ,20191021,    46.2716
1560   ,い         ,20191021,    59.6142
2303   ,羛筿         ,20191021,     9.9784
2329   ,地         ,20191021,    13.7011
2379   ,风琑         ,20191021,   175.0008
2363   ,参         ,20191021,     7.5323
2449   ,ㄊじ筿     ,20191021,    26.6691
2454   ,羛祇       ,20191021,   257.0126
2451   ,承ǎ         ,20191021,    45.0210
0051   ,じい100  ,20191021,    27.7394
0052   ,碔üм     ,20191021,     7.2097
0053   ,じ筿     ,20191021,    32.4636
0050   ,じ芖50   ,20191022,    18.1470
1301   ,鹅         ,20191022,    76.7364
6505   ,鹅て       ,20191022,    84.3512
1326   ,て         ,20191022,    72.5149
1303   ,玭ㄈ         ,20191022,    56.6848
1216   ,参         ,20191022,    58.9178
2912   ,参禬       ,20191022,   253.4600
9907   ,参龟       ,20191022,     9.4628
2855   ,参靡       ,20191022,     7.8893
1232   ,参痲       ,20191022,    97.8280
2317   ,翬         ,20191022,    62.2369
2354   ,翬非         ,20191022,    54.7574
3413   ,ㄊ供         ,20191022,   113.9748
6451   ,癟-KY      ,20191022,   137.3881
2330   ,縩筿       ,20191022,   257.7366
3443   ,承種         ,20191022,   254.2032
5347   ,         ,20191022,    48.0900
3374   ,弘         ,20191022,    48.7358
1560   ,い         ,20191022,    62.2505
2303   ,羛筿         ,20191022,    10.0502
2329   ,地         ,20191022,    13.7011
2379   ,风琑         ,20191022,   173.4922
2363   ,参         ,20191022,     7.5232
2449   ,ㄊじ筿     ,20191022,    26.6691
2454   ,羛祇       ,20191022,   258.7538
2451   ,承ǎ         ,20191022,    44.4686
0051   ,じい100  ,20191022,    27.6683
0052   ,碔üм     ,20191022,     7.2382
0053   ,じ筿     ,20191022,    32.7126
0050   ,じ芖50   ,20191023,    18.0959
1301   ,鹅         ,20191023,    75.9436
6505   ,鹅て       ,20191023,    83.8322
1326   ,て         ,20191023,    72.1075
1303   ,玭ㄈ         ,20191023,    56.2118
1216   ,参         ,20191023,    57.8062
2912   ,参禬       ,20191023,   248.5385
9907   ,参龟       ,20191023,     9.4240
2855   ,参靡       ,20191023,     7.8593
1232   ,参痲       ,20191023,    97.0454
2317   ,翬         ,20191023,    63.0197
2354   ,翬非         ,20191023,    54.5074
3413   ,ㄊ供         ,20191023,   111.6488
6451   ,癟-KY      ,20191023,   137.3881
2330   ,縩筿       ,20191023,   256.8599
3443   ,承種         ,20191023,   250.5191
5347   ,         ,20191023,    47.4084
3374   ,弘         ,20191023,    48.5532
1560   ,い         ,20191023,    61.5702
2303   ,羛筿         ,20191023,    10.0861
2329   ,地         ,20191023,    13.7865
2379   ,风琑         ,20191023,   176.1323
2363   ,参         ,20191023,     7.5050
2449   ,ㄊじ筿     ,20191023,    27.1173
2454   ,羛祇       ,20191023,   259.1021
2451   ,承ǎ         ,20191023,    45.6424
0051   ,じい100  ,20191023,    27.8263
0052   ,碔üм     ,20191023,     7.2439
0053   ,じ筿     ,20191023,    32.8206
0050   ,じ芖50   ,20191024,    18.1675
1301   ,鹅         ,20191024,    77.2913
6505   ,鹅て       ,20191024,    84.4378
1326   ,て         ,20191024,    72.8408
1303   ,玭ㄈ         ,20191024,    56.8425
1216   ,参         ,20191024,    58.9178
2912   ,参禬       ,20191024,   250.1790
9907   ,参龟       ,20191024,     9.4628
2855   ,参靡       ,20191024,     7.9193
1232   ,参痲       ,20191024,    96.6541
2317   ,翬         ,20191024,    63.0197
2354   ,翬非         ,20191024,    54.4240
3413   ,ㄊ供         ,20191024,   114.7502
6451   ,癟-KY      ,20191024,   150.5985
2330   ,縩筿       ,20191024,   256.8599
3443   ,承種         ,20191024,   253.2822
5347   ,         ,20191024,    48.9988
3374   ,弘         ,20191024,    52.1126
1560   ,い         ,20191024,    61.4001
2303   ,羛筿         ,20191024,    10.4450
2329   ,地         ,20191024,    13.9572
2379   ,风琑         ,20191024,   179.1496
2363   ,参         ,20191024,     7.5596
2449   ,ㄊじ筿     ,20191024,    27.4535
2454   ,羛祇       ,20191024,   265.7189
2451   ,承ǎ         ,20191024,    46.1949
0051   ,じい100  ,20191024,    27.9448
0052   ,碔üм     ,20191024,     7.2837
0053   ,じ筿     ,20191024,    32.7625
0050   ,じ芖50   ,20191025,    18.1675
1301   ,鹅         ,20191025,    77.1327
6505   ,鹅て       ,20191025,    84.2647
1326   ,て         ,20191025,    72.3519
1303   ,玭ㄈ         ,20191025,    56.2906
1216   ,参         ,20191025,    58.8384
2912   ,参禬       ,20191025,   248.5385
9907   ,参龟       ,20191025,     9.4240
2855   ,参靡       ,20191025,     7.9193
1232   ,参痲       ,20191025,    97.0454
2317   ,翬         ,20191025,    62.7849
2354   ,翬非         ,20191025,    53.9240
3413   ,ㄊ供         ,20191025,   113.9748
6451   ,癟-KY      ,20191025,   154.5616
2330   ,縩筿       ,20191025,   257.2982
3443   ,承種         ,20191025,   253.7427
5347   ,         ,20191025,    48.6959
3374   ,弘         ,20191025,    53.2991
1560   ,い         ,20191025,    59.9544
2303   ,羛筿         ,20191025,    10.3374
2329   ,地         ,20191025,    14.0853
2379   ,风琑         ,20191025,   173.4922
2363   ,参         ,20191025,     7.5414
2449   ,ㄊじ筿     ,20191025,    27.0426
2454   ,羛祇       ,20191025,   263.9777
2451   ,承ǎ         ,20191025,    46.3330
0051   ,じい100  ,20191025,    27.9053
0052   ,碔üм     ,20191025,     7.2894
0053   ,じ筿     ,20191025,    32.9368
0050   ,じ芖50   ,20191028,    18.2493
1301   ,鹅         ,20191028,    77.0535
6505   ,鹅て       ,20191028,    83.8322
1326   ,て         ,20191028,    72.4334
1303   ,玭ㄈ         ,20191028,    56.2906
1216   ,参         ,20191028,    59.7119
2912   ,参禬       ,20191028,   248.1283
9907   ,参龟       ,20191028,     9.4628
2855   ,参靡       ,20191028,     7.8593
1232   ,参痲       ,20191028,    97.0454
2317   ,翬         ,20191028,    62.7066
2354   ,翬非         ,20191028,    54.0906
3413   ,ㄊ供         ,20191028,   119.7899
6451   ,癟-KY      ,20191028,   153.2406
2330   ,縩筿       ,20191028,   258.1749
3443   ,承種         ,20191028,   254.6637
5347   ,         ,20191028,    49.2260
3374   ,弘         ,20191028,    57.0409
1560   ,い         ,20191028,    59.9544
2303   ,羛筿         ,20191028,    10.2297
2329   ,地         ,20191028,    13.9145
2379   ,风琑         ,20191028,   173.8694
2363   ,参         ,20191028,     7.5050
2449   ,ㄊじ筿     ,20191028,    28.4620
2454   ,羛祇       ,20191028,   269.5498
2451   ,承ǎ         ,20191028,    45.9186
0051   ,じい100  ,20191028,    27.8816
0052   ,碔üм     ,20191028,     7.3520
0053   ,じ筿     ,20191028,    33.0281
0050   ,じ芖50   ,20191029,    18.3005
1301   ,鹅         ,20191029,    77.4498
6505   ,鹅て       ,20191029,    83.8322
1326   ,て         ,20191029,    72.2705
1303   ,玭ㄈ         ,20191029,    56.3695
1216   ,参         ,20191029,    60.1883
2912   ,参禬       ,20191029,   248.5385
9907   ,参龟       ,20191029,     9.3852
2855   ,参靡       ,20191029,     7.8893
1232   ,参痲       ,20191029,    97.4367
2317   ,翬         ,20191029,    63.2546
2354   ,翬非         ,20191029,    54.5074
3413   ,ㄊ供         ,20191029,   126.3803
6451   ,癟-KY      ,20191029,   149.2775
2330   ,縩筿       ,20191029,   261.6815
3443   ,承種         ,20191029,   252.3611
5347   ,         ,20191029,    48.6201
3374   ,弘         ,20191029,    57.0409
1560   ,い         ,20191029,    59.8694
2303   ,羛筿         ,20191029,    10.4091
2329   ,地         ,20191029,    13.7865
2379   ,风琑         ,20191029,   170.8521
2363   ,参         ,20191029,     7.4777
2449   ,ㄊじ筿     ,20191029,    28.3126
2454   ,羛祇       ,20191029,   273.7288
2451   ,承ǎ         ,20191029,    46.0568
0051   ,じい100  ,20191029,    28.0238
0052   ,碔üм     ,20191029,     7.3691
0053   ,じ筿     ,20191029,    33.2108
0050   ,じ芖50   ,20191030,    18.3823
1301   ,鹅         ,20191030,    77.9255
6505   ,鹅て       ,20191030,    85.1299
1326   ,て         ,20191030,    72.5964
1303   ,玭ㄈ         ,20191030,    56.8425
1216   ,参         ,20191030,    60.1089
2912   ,参禬       ,20191030,   250.5891
9907   ,参龟       ,20191030,     9.4240
2855   ,参靡       ,20191030,     7.9193
1232   ,参痲       ,20191030,    98.2193
2317   ,翬         ,20191030,    62.7849
2354   ,翬非         ,20191030,    54.5907
3413   ,ㄊ供         ,20191030,   127.9309
6451   ,癟-KY      ,20191030,   154.5616
2330   ,縩筿       ,20191030,   262.5582
3443   ,承種         ,20191030,   255.5847
5347   ,         ,20191030,    48.5444
3374   ,弘         ,20191030,    59.5964
1560   ,い         ,20191030,    59.3591
2303   ,羛筿         ,20191030,    10.3374
2329   ,地         ,20191030,    13.8292
2379   ,风琑         ,20191030,   170.4750
2363   ,参         ,20191030,     7.5050
2449   ,ㄊじ筿     ,20191030,    28.3873
2454   ,羛祇       ,20191030,   276.1666
2451   ,承ǎ         ,20191030,    45.9877
0051   ,じい100  ,20191030,    28.0238
0052   ,碔üм     ,20191030,     7.3691
0053   ,じ筿     ,20191030,    33.1942
0050   ,じ芖50   ,20191031,    18.4335
1301   ,鹅         ,20191031,    77.5291
6505   ,鹅て       ,20191031,    83.8322
1326   ,て         ,20191031,    72.1890
1303   ,玭ㄈ         ,20191031,    56.7636
1216   ,参         ,20191031,    59.7119
2912   ,参禬       ,20191031,   249.3587
9907   ,参龟       ,20191031,     9.4240
2855   ,参靡       ,20191031,     7.9193
1232   ,参痲       ,20191031,    97.4367
2317   ,翬         ,20191031,    63.0980
2354   ,翬非         ,20191031,    54.3407
3413   ,ㄊ供         ,20191031,   123.2789
6451   ,癟-KY      ,20191031,   149.7178
2330   ,縩筿       ,20191031,   261.6815
3443   ,承種         ,20191031,   246.3745
5347   ,         ,20191031,    49.3775
3374   ,弘         ,20191031,    57.4060
1560   ,い         ,20191031,    58.4236
2303   ,羛筿         ,20191031,    10.0502
2329   ,地         ,20191031,    13.9999
2379   ,风琑         ,20191031,   170.8521
2363   ,参         ,20191031,     7.3958
2449   ,ㄊじ筿     ,20191031,    28.5741
2454   ,羛祇       ,20191031,   284.1765
2451   ,承ǎ         ,20191031,    45.6424
0051   ,じい100  ,20191031,    27.8579
0052   ,碔üм     ,20191031,     7.4487
0053   ,じ筿     ,20191031,    33.2357
0050   ,じ芖50   ,20191101,    18.4335
1301   ,鹅         ,20191101,    77.7669
6505   ,鹅て       ,20191101,    84.3512
1326   ,て         ,20191101,    72.5149
1303   ,玭ㄈ         ,20191101,    56.6060
1216   ,参         ,20191101,    58.9178
2912   ,参禬       ,20191101,   248.5385
9907   ,参龟       ,20191101,     9.3852
2855   ,参靡       ,20191101,     7.9193
1232   ,参痲       ,20191101,    97.8280
2317   ,翬         ,20191101,    66.3860
2354   ,翬非         ,20191101,    56.0909
3413   ,ㄊ供         ,20191101,   127.1556
6451   ,癟-KY      ,20191101,   154.1213
2330   ,縩筿       ,20191101,   262.1198
3443   ,承種         ,20191101,   239.4668
5347   ,         ,20191101,    49.3775
3374   ,弘         ,20191101,    59.9614
1560   ,い         ,20191101,    60.4646
2303   ,羛筿         ,20191101,    10.4091
2329   ,地         ,20191101,    13.8292
2379   ,风琑         ,20191101,   172.7379
2363   ,参         ,20191101,     7.4231
2449   ,ㄊじ筿     ,20191101,    28.2379
2454   ,羛祇       ,20191101,   282.0870
2451   ,承ǎ         ,20191101,    45.8496
0051   ,じい100  ,20191101,    27.8579
0052   ,碔üм     ,20191101,     7.4146
0053   ,じ筿     ,20191101,    33.0946
0050   ,じ芖50   ,20191104,    18.8631
1301   ,鹅         ,20191104,    78.4011
6505   ,鹅て       ,20191104,    84.9568
1326   ,て         ,20191104,    73.4111
1303   ,玭ㄈ         ,20191104,    57.0002
1216   ,参         ,20191104,    60.6647
2912   ,参禬       ,20191104,   250.9993
9907   ,参龟       ,20191104,     9.4240
2855   ,参靡       ,20191104,     8.0093
1232   ,参痲       ,20191104,    97.4367
2317   ,翬         ,20191104,    69.6740
2354   ,翬非         ,20191104,    57.7578
3413   ,ㄊ供         ,20191104,   127.1556
6451   ,癟-KY      ,20191104,   151.9195
2330   ,縩筿       ,20191104,   269.1331
3443   ,承種         ,20191104,   242.2298
5347   ,         ,20191104,    51.0436
3374   ,弘         ,20191104,    61.1479
1560   ,い         ,20191104,    61.2300
2303   ,羛筿         ,20191104,    10.5168
2329   ,地         ,20191104,    13.7438
2379   ,风琑         ,20191104,   168.9663
2363   ,参         ,20191104,     7.4504
2449   ,ㄊじ筿     ,20191104,    28.3126
2454   ,羛祇       ,20191104,   286.9625
2451   ,承ǎ         ,20191104,    46.1949
0051   ,じい100  ,20191104,    27.9685
0052   ,碔üм     ,20191104,     7.6138
0053   ,じ筿     ,20191104,    34.1490
0050   ,じ芖50   ,20191105,    19.0063
1301   ,鹅         ,20191105,    78.4011
6505   ,鹅て       ,20191105,    85.5624
1326   ,て         ,20191105,    73.9000
1303   ,玭ㄈ         ,20191105,    57.4732
1216   ,参         ,20191105,    60.3471
2912   ,参禬       ,20191105,   252.6398
9907   ,参龟       ,20191105,     9.3852
2855   ,参靡       ,20191105,     8.0993
1232   ,参痲       ,20191105,    97.8280
2317   ,翬         ,20191105,    70.4569
2354   ,翬非         ,20191105,    57.4244
3413   ,ㄊ供         ,20191105,   127.1556
6451   ,癟-KY      ,20191105,   150.1582
2330   ,縩筿       ,20191105,   272.2014
3443   ,承種         ,20191105,   249.1375
5347   ,         ,20191105,    50.3620
3374   ,弘         ,20191105,    60.7828
1560   ,い         ,20191105,    60.8899
2303   ,羛筿         ,20191105,    10.4091
2329   ,地         ,20191105,    13.7011
2379   ,风琑         ,20191105,   172.3607
2363   ,参         ,20191105,     7.4504
2449   ,ㄊじ筿     ,20191105,    28.2752
2454   ,羛祇       ,20191105,   296.0172
2451   ,承ǎ         ,20191105,    46.1258
0051   ,じい100  ,20191105,    28.1265
0052   ,碔üм     ,20191105,     7.6820
0053   ,じ筿     ,20191105,    34.4396
0050   ,じ芖50   ,20191106,    19.0984
1301   ,鹅         ,20191106,    78.2425
6505   ,鹅て       ,20191106,    84.8703
1326   ,て         ,20191106,    73.2482
1303   ,玭ㄈ         ,20191106,    57.2367
1216   ,参         ,20191106,    59.3149
2912   ,参禬       ,20191106,   252.6398
9907   ,参龟       ,20191106,     9.3464
2855   ,参靡       ,20191106,     8.2493
1232   ,参痲       ,20191106,    97.8280
2317   ,翬         ,20191106,    70.7700
2354   ,翬非         ,20191106,    56.2576
3413   ,ㄊ供         ,20191106,   127.9309
6451   ,癟-KY      ,20191106,   147.5161
2330   ,縩筿       ,20191106,   272.6397
3443   ,承種         ,20191106,   250.9796
5347   ,         ,20191106,    50.5134
3374   ,弘         ,20191106,    60.1440
1560   ,い         ,20191106,    60.0394
2303   ,羛筿         ,20191106,    10.4091
2329   ,地         ,20191106,    13.0182
2379   ,风琑         ,20191106,   174.2465
2363   ,参         ,20191106,     7.4595
2449   ,ㄊじ筿     ,20191106,    27.8644
2454   ,羛祇       ,20191106,   302.2858
2451   ,承ǎ         ,20191106,    46.1258
0051   ,じい100  ,20191106,    28.1265
0052   ,碔üм     ,20191106,     7.7219
0053   ,じ筿     ,20191106,    34.5309
0050   ,じ芖50   ,20191107,    18.9961
1301   ,鹅         ,20191107,    77.8462
6505   ,鹅て       ,20191107,    84.8703
1326   ,て         ,20191107,    72.8408
1303   ,玭ㄈ         ,20191107,    57.4732
1216   ,参         ,20191107,    59.0767
2912   ,参禬       ,20191107,   254.2803
9907   ,参龟       ,20191107,     9.3464
2855   ,参靡       ,20191107,     8.2793
1232   ,参痲       ,20191107,    97.4367
2317   ,翬         ,20191107,    71.0831
2354   ,翬非         ,20191107,    55.5908
3413   ,ㄊ供         ,20191107,   124.0542
6451   ,癟-KY      ,20191107,   149.2775
2330   ,縩筿       ,20191107,   270.8864
3443   ,承種         ,20191107,   244.9929
5347   ,         ,20191107,    49.6804
3374   ,弘         ,20191107,    58.5925
1560   ,い         ,20191107,    60.0394
2303   ,羛筿         ,20191107,    10.2297
2329   ,地         ,20191107,    13.1889
2379   ,风琑         ,20191107,   171.9836
2363   ,参         ,20191107,     7.4686
2449   ,ㄊじ筿     ,20191107,    27.4535
2454   ,羛祇       ,20191107,   296.0172
2451   ,承ǎ         ,20191107,    46.1949
0051   ,じい100  ,20191107,    27.8895
0052   ,碔üм     ,20191107,     7.6365
0053   ,じ筿     ,20191107,    34.3732
0050   ,じ芖50   ,20191108,    18.9347
1301   ,鹅         ,20191108,    77.2120
6505   ,鹅て       ,20191108,    85.3029
1326   ,て         ,20191108,    72.2705
1303   ,玭ㄈ         ,20191108,    57.3155
1216   ,参         ,20191108,    57.9650
2912   ,参禬       ,20191108,   253.4600
9907   ,参龟       ,20191108,     9.3076
2855   ,参靡       ,20191108,     8.3392
1232   ,参痲       ,20191108,    97.0454
2317   ,翬         ,20191108,    71.1614
2354   ,翬非         ,20191108,    55.8409
3413   ,ㄊ供         ,20191108,   123.6666
6451   ,癟-KY      ,20191108,   138.2688
2330   ,縩筿       ,20191108,   267.8181
3443   ,承種         ,20191108,   247.7560
5347   ,         ,20191108,    49.1503
3374   ,弘         ,20191108,    61.1479
1560   ,い         ,20191108,    60.3796
2303   ,羛筿         ,20191108,    10.2297
2329   ,地         ,20191108,    12.9755
2379   ,风琑         ,20191108,   169.7207
2363   ,参         ,20191108,     7.4322
2449   ,ㄊじ筿     ,20191108,    27.9764
2454   ,羛祇       ,20191108,   288.3556
2451   ,承ǎ         ,20191108,    47.0925
0051   ,じい100  ,20191108,    27.9685
0052   ,碔üм     ,20191108,     7.6138
0053   ,じ筿     ,20191108,    34.2985
0050   ,じ芖50   ,20191111,    18.6483
1301   ,鹅         ,20191111,    76.8949
6505   ,鹅て       ,20191111,    83.8322
1326   ,て         ,20191111,    71.2927
1303   ,玭ㄈ         ,20191111,    56.7636
1216   ,参         ,20191111,    58.1238
2912   ,参禬       ,20191111,   253.4600
9907   ,参龟       ,20191111,     9.1913
2855   ,参靡       ,20191111,     8.1893
1232   ,参痲       ,20191111,    96.6541
2317   ,翬         ,20191111,    68.8129
2354   ,翬非         ,20191111,    54.9241
3413   ,ㄊ供         ,20191111,   121.7282
6451   ,癟-KY      ,20191111,   137.3881
2330   ,縩筿       ,20191111,   263.8732
3443   ,承種         ,20191111,   245.9139
5347   ,         ,20191111,    48.5444
3374   ,弘         ,20191111,    55.5807
1560   ,い         ,20191111,    58.2536
2303   ,羛筿         ,20191111,    10.2297
2329   ,地         ,20191111,    12.4207
2379   ,风琑         ,20191111,   167.4577
2363   ,参         ,20191111,     7.2867
2449   ,ㄊじ筿     ,20191111,    27.5282
2454   ,羛祇       ,20191111,   281.0422
2451   ,承ǎ         ,20191111,    47.2997
0051   ,じい100  ,20191111,    27.7868
0052   ,碔üм     ,20191111,     7.5113
0053   ,じ筿     ,20191111,    33.9996
0050   ,じ芖50   ,20191112,    18.8222
1301   ,鹅         ,20191112,    76.8156
6505   ,鹅て       ,20191112,    83.8322
1326   ,て         ,20191112,    71.4557
1303   ,玭ㄈ         ,20191112,    56.8425
1216   ,参         ,20191112,    58.2826
2912   ,参禬       ,20191112,   252.6398
9907   ,参龟       ,20191112,     9.2689
2855   ,参靡       ,20191112,     8.2793
1232   ,参痲       ,20191112,    97.0454
2317   ,翬         ,20191112,    71.2397
2354   ,翬非         ,20191112,    55.6742
3413   ,ㄊ供         ,20191112,   125.9926
6451   ,癟-KY      ,20191112,   141.7916
2330   ,縩筿       ,20191112,   267.3798
3443   ,承種         ,20191112,   244.9929
5347   ,         ,20191112,    48.9231
3374   ,弘         ,20191112,    58.0449
1560   ,い         ,20191112,    58.9339
2303   ,羛筿         ,20191112,    10.2656
2329   ,地         ,20191112,    12.5060
2379   ,风琑         ,20191112,   168.5892
2363   ,参         ,20191112,     7.2503
2449   ,ㄊじ筿     ,20191112,    29.5078
2454   ,羛祇       ,20191112,   285.5695
2451   ,承ǎ         ,20191112,    46.8854
0051   ,じい100  ,20191112,    27.9053
0052   ,碔üм     ,20191112,     7.5682
0053   ,じ筿     ,20191112,    33.8667
0050   ,じ芖50   ,20191113,    18.7097
1301   ,鹅         ,20191113,    76.3400
6505   ,鹅て       ,20191113,    83.3996
1326   ,て         ,20191113,    71.0483
1303   ,玭ㄈ         ,20191113,    56.2906
1216   ,参         ,20191113,    57.9650
2912   ,参禬       ,20191113,   252.2296
9907   ,参龟       ,20191113,     9.2301
2855   ,参靡       ,20191113,     8.1893
1232   ,参痲       ,20191113,    97.0454
2317   ,翬         ,20191113,    70.2220
2354   ,翬非         ,20191113,    54.9241
3413   ,ㄊ供         ,20191113,   123.2789
6451   ,癟-KY      ,20191113,   137.3881
2330   ,縩筿       ,20191113,   266.5031
3443   ,承種         ,20191113,   246.3745
5347   ,         ,20191113,    48.6959
3374   ,弘         ,20191113,    58.0449
1560   ,い         ,20191113,    57.9134
2303   ,羛筿         ,20191113,    10.1938
2329   ,地         ,20191113,    12.8902
2379   ,风琑         ,20191113,   170.0978
2363   ,参         ,20191113,     7.2048
2449   ,ㄊじ筿     ,20191113,    28.9849
2454   ,羛祇       ,20191113,   284.1765
2451   ,承ǎ         ,20191113,    48.5426
0051   ,じい100  ,20191113,    27.9211
0052   ,碔üм     ,20191113,     7.5682
0053   ,じ筿     ,20191113,    34.0743
0050   ,じ芖50   ,20191114,    18.6994
1301   ,鹅         ,20191114,    76.5778
6505   ,鹅て       ,20191114,    83.2266
1326   ,て         ,20191114,    71.2927
1303   ,玭ㄈ         ,20191114,    55.9753
1216   ,参         ,20191114,    57.6474
2912   ,参禬       ,20191114,   250.9993
9907   ,参龟       ,20191114,     9.2301
2855   ,参靡       ,20191114,     8.1893
1232   ,参痲       ,20191114,    96.6541
2317   ,翬         ,20191114,    69.9089
2354   ,翬非         ,20191114,    54.1740
3413   ,ㄊ供         ,20191114,   124.8296
6451   ,癟-KY      ,20191114,   131.2233
2330   ,縩筿       ,20191114,   266.0648
3443   ,承種         ,20191114,   241.3088
5347   ,         ,20191114,    48.6201
3374   ,弘         ,20191114,    58.6837
1560   ,い         ,20191114,    56.4677
2303   ,羛筿         ,20191114,    10.4091
2329   ,地         ,20191114,    12.7621
2379   ,风琑         ,20191114,   167.0806
2363   ,参         ,20191114,     7.2139
2449   ,ㄊじ筿     ,20191114,    28.0138
2454   ,羛祇       ,20191114,   285.9178
2451   ,承ǎ         ,20191114,    49.4402
0051   ,じい100  ,20191114,    27.6762
0052   ,碔üм     ,20191114,     7.5227
